V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,Monday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,42,Car,Serious
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,69,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Motorcycle over 50cc and up to 125cc,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Pedal cycle,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,16,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,44,Motorcycle over 500cc,Serious
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,8,Pedal cycle,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,78,Taxi/Private hire car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,22,Goods vehicle 7.5 tonnes mgw and over,Slight
2,Thursday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,13,Car,Serious
2,Thursday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,71,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,18,Pedal cycle,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,41,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,57,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,28,Car,Slight
1,Saturday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,21,Car,Serious
2,Saturday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Car,Slight
2,Saturday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,32,Car,Slight
2,Saturday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,1,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,27,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,5,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,9,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,70,Pedal cycle,Slight
3,Monday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Slight
1,Monday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,12,Car,Slight
2,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,22,Motorcycle over 50cc and up to 125cc,Serious
2,Tuesday,B,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,-1,Motorcycle over 50cc and up to 125cc,Slight
1,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,20,Motorcycle over 50cc and up to 125cc,Serious
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Serious
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,15,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,42,Car,Serious
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,63,Car,Serious
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,46,Pedal cycle,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Car,Serious
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,57,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,58,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,39,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,28,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,33,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,45,Taxi/Private hire car,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Motorcycle over 50cc and up to 125cc,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,23,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Bus or coach (17 or more passenger seats),Serious
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Taxi/Private hire car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,33,Taxi/Private hire car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,48,Taxi/Private hire car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Female,27,Taxi/Private hire car,Slight
1,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,53,Pedal cycle,Serious
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,75,Bus or coach (17 or more passenger seats),Slight
3,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,33,Car,Slight
3,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,38,Car,Slight
3,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,34,Car,Serious
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,5,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Car,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,34,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,63,Bus or coach (17 or more passenger seats),Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,57,Bus or coach (17 or more passenger seats),Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,22,Car,Slight
2,Friday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,32,Car,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,65,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Car,Serious
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,33,Pedal cycle,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
3,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Car,Slight
3,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,50,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,56,Car,Serious
2,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,25,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,20,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,20,Car,Slight
2,Monday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,26,Pedal cycle,Serious
2,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,43,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,17,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,12,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Car,Slight
2,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,28,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,35,Pedal cycle,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Pedal cycle,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,44,Pedal cycle,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,42,Taxi/Private hire car,Slight
1,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,25,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,21,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,31,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,71,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Pedal cycle,Serious
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,4,Taxi/Private hire car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,36,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,44,Car,Serious
1,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Female,69,Car,Serious
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,33,Pedal cycle,Slight
2,Wednesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,39,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,19,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,55,Goods vehicle 3.5 tonnes mgw and under,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,19,Minibus (8 – 16 passenger seats),Serious
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,12,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,26,Pedal cycle,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Pedal cycle,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,33,Pedal cycle,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,21,Pedal cycle,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Pedal cycle,Slight
1,Friday,A,Dry,Daylight: street lights present,Unknown,Pedestrian,Male,33,Car,Serious
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,60,Car,Slight
1,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,61,Bus or coach (17 or more passenger seats),Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,14,Car,Serious
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,7,Taxi/Private hire car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,33,Taxi/Private hire car,Slight
1,Saturday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,27,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,43,Car,Serious
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,9,Car,Serious
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,14,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,21,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,16,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,4,Car,Slight
